見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
和歌山のパパイクプロジェクトＰＡＰＡＭＯ,,(1)パパの子育て応援講座,,10月29日（土）10:30~ 情報交流センターBig・U（田辺市）,,,30人,,,キャリア・ブレスユー　電話073-435-0086  ※申込先など詳しくは要問合せ,,,,,http://papamo-wakayama.com/,,,
和歌山のパパイクプロジェクトＰＡＰＡＭＯ,,(2)ママ向け講座～夫を育児に巻き込むきっかけ作り～,,[1]10月11日（火）財部会館（御坊市）[2]19日（水）和歌山信愛女子短期大学木のおうち（和歌山市）[3]24日（月）あったカフェ（串本町）[4]25日（火）ポピンズ（和歌山市）[5]11月7日（月）貴志川ふぁんふぁん広場（紀の川市）,,,各10人（先着順）,,,キャリア・ブレスユー　電話073-435-0086  ※申込先など詳しくは要問合せ,,,,,http://papamo-wakayama.com/,,,
ウォーキングイベント,,(1)秋の紅葉ウォーキング,,11月3日（祝）10:15～14:00〔予備日12日（土）〕,城ヶ森鉾尖県立自然公園（田辺市）,小学生以上（小学生は保護者同伴）,20人（先着順）,,,,電話、Eメールで住所、氏名、年齢、電話番号を10月7～28日に県庁自然環境室 ,,,,http://www.pref.wakayama.lg.jp/prefg/032000/032500/,,e0320004@pref.wakayama.lg.jp,
ウォーキングイベント,,(2)和泉葛城山ウォーキング,,11月6日（日）10:00～12:45〔予備日13日（日）〕,金剛生駒紀泉国定公園（紀の川市）,小学生以上（小学生は保護者同伴）,20人（先着順）,,,,電話、Eメールで住所、氏名、年齢、電話番号を10月7～28日に県庁自然環境室 ,,,,http://www.pref.wakayama.lg.jp/prefg/032000/032500/,,e0320004@pref.wakayama.lg.jp,
県ナースセンターからのお知らせ,看護職の有資格者で現在就業していない方への研修,(1)潜在看護職復職支援研修（紀南）,,10月25日～11月1日のうち6日間,情報交流センターBig・U、紀南病院（田辺市）,看護職, 20人（先着順）,,郵送、電話、ファックス、Eメールで所定の申込書（問合先へ取寄せ）を10月14日までに問合先 ,県ナースセンター（県看護協会内）　〒642-0017海南市南赤坂17 電話073-483-0234　ファックス073-483-1266 ,,,,,http://www.wakayama-kangokyokai.or.jp/new_site/,,riji@wakayama-kangokyokai.or.jp,
県ナースセンターからのお知らせ,看護職の有資格者で現在就業していない方への研修,(2)ナースの輝く人生応援交流会（再就業促進研修）,,11月18日（金）10:00～12:00,看護研修センター（海南市）,看護職, 50人（先着順）,,電話、ファックス、Eメールで住所、氏名、年齢、一時保育希望の有無を問合先,県ナースセンター（県看護協会内）　〒642-0017海南市南赤坂17 電話073-483-0234　ファックス073-483-1266 ,,,,,http://www.wakayama-kangokyokai.or.jp/new_site/,,wakayama@nurse-center.net,
県難病・子ども保健相談支援センターからのお知らせ,,(1)難病関係者研修,難病患者へのメンタルサポートや嚥下障害について学ぶ,11月9日（水）13:30～16:30,和歌山市中央コミュニティセンター,,50人（先着順）,,,,電話、ファックスで行事名、住所、氏名、電話（ファックス）番号を11月2日までに県難病・子ども保健相談支援センター 電話073-445-0520　ファックス073-445-0603 県ウェブサイトでも掲載 ※手話通訳、(2)一時保育は要予約,,,,http://www.pref.wakayama.lg.jp/prefg/041200/050300/kodomo/index.html,,,
県難病・子ども保健相談支援センターからのお知らせ,,(2)１型糖尿病講演会,講師・川村智行氏（大阪市立大学大学院発達小児医科学教室講師）,11月12日（土）13:00～15:00,那賀振興局（岩出市）,,50人（先着順）,,,,電話、ファックスで行事名、住所、氏名、電話（ファックス）番号を4日までに県難病・子ども保健相談支援センター 電話073-445-0520　ファックス073-445-0603 県ウェブサイトでも掲載 ※手話通訳、(2)一時保育は要予約,,,,http://www.pref.wakayama.lg.jp/prefg/041200/050300/kodomo/index.html,,,
県難病・子ども保健相談支援センターからのお知らせ,,(3)重症筋無力症患者・家族交流会,,11月12日（土）13:30～16:00,和歌山市中央コミュニティセンター,患者とその家族 ,30人（先着順）,,,,電話、ファックスで行事名、住所、氏名、電話（ファックス）番号を10日までに県難病・子ども保健相談支援センター 電話073-445-0520　ファックス073-445-0603 県ウェブサイトでも掲載 ※手話通訳、(2)一時保育は要予約,,,,http://www.pref.wakayama.lg.jp/prefg/041200/050300/kodomo/index.html,,,
第70回県展,,(1)本展[1]日本画・書・工芸[2]洋画・写真・彫塑[3]華道,,[1][3]10月12～16日[2]19～23日,[1][2]県立近代美術館（和歌山市）[3]県民文化会館（和歌山市） ※11月に3会場（橋本市、新宮市、上富田町）で地方展を開催,,,,,,郵送、ファックス、Eメールで住所、氏名、電話番号、希望枚数（1人4枚まで）を県庁文化学術課　ファックス073-436-7767 県ウェブサイトでも掲載,,,,http://www.pref.wakayama.lg.jp/prefg/022100/kenten/kenten.html,,e0221003@pref.wakayama.lg.jp,
